the_geom,BIN,NAME,Height Roof
"MULTIPOLYGON (((-74.007694233171 40.718898787969, -74.007844639178 40.718709069165, -74.007911519269 40.718739763875, -74.007922631041 40.7187448636, -74.007754373895 40.718957098261, -74.007740798995 40.718950868546, -74.007676381875 40.718921303713, -74.007694233171 40.718898787969)))",1002009,,46.19
"MULTIPOLYGON (((-73.990247939887 40.727651312878, -73.990372552776 40.727476449921, -73.990451047896 40.727508824351, -73.990345502654 40.727656931268, -73.990326435152 40.727683687392, -73.990308346802 40.727676226956, -73.990297562199 40.727691360902, -73.990252664468 40.727672843547, -73.990263450262 40.727657709605, -73.990247939887 40.727651312878)))",1006639,,60.67
"MULTIPOLYGON (((-73.978224042138 40.721978252891, -73.978128481642 40.722110482731, -73.977922986958 40.722024518683, -73.978018547739 40.721892289913, -73.978224042138 40.721978252891)))",1087569,,59
"MULTIPOLYGON (((-73.995752085843 40.722193752352, -73.995710251725 40.722184203599, -73.995761861926 40.722053324537, -73.995724107733 40.722044707066, -73.995734348791 40.722018734946, -73.995772102971 40.722027352414, -73.995779237722 40.722009259636, -73.995838297261 40.721859487216, -73.995884771511 40.72187873818, -73.995920348607 40.721893474485, -73.99589324217 40.721962214828, -73.995862793825 40.722039431541, -73.995824078951 40.722137610009, -73.995797823467 40.722204191837, -73.995752085843 40.722193752352)))",1007509,,42.81
"MULTIPOLYGON (((-74.009085174648 40.720094815052, -74.009080184117 40.720125267088, -74.009066293387 40.72021003588, -74.00904904996 40.720315265417, -74.00903300327 40.720413190821, -74.009008068069 40.720565350122, -74.00900599023 40.720578033065, -74.008994918859 40.720576983036, -74.008645373099 40.720543824234, -74.008712050236 40.720136951741, -74.008724561274 40.720060606466, -74.009085174648 40.720094815052)))",1002127,,121
"MULTIPOLYGON (((-73.998036636606 40.723349213617, -73.998111858933 40.723259410663, -73.998352817075 40.723376237454, -73.99827760441 40.723466029758, -73.998036636606 40.723349213617)))",1007563,,90.25
"MULTIPOLYGON (((-74.008742218016 40.725754016415, -74.008752498981 40.725696683815, -74.00882591851 40.725704303721, -74.008842205638 40.725613476211, -74.008857567542 40.725615070733, -74.008889320769 40.725437994851, -74.008708907092 40.725419270846, -74.008675943378 40.725603101489, -74.008526154848 40.725587555484, -74.008498670819 40.725584702903, -74.008521324333 40.725458369688, -74.008544227337 40.725330652366, -74.00855142598 40.725290506229, -74.008728697771 40.725308904735, -74.00872611453 40.725323308576, -74.008716357583 40.725377719885, -74.008859125255 40.725392536771, -74.009073560374 40.725414791462, -74.009007790908 40.725781578536, -74.008742218016 40.725754016415)))",1086554,,167
"MULTIPOLYGON (((-73.980493744465 40.721539842264, -73.980569140266 40.721436570146, -73.980642053952 40.721467383462, -73.980572865138 40.721562151361, -73.980566657045 40.721570655627, -73.980566475976 40.721570579053, -73.980493744465 40.721539842264)))",1079673,,33.48
"MULTIPOLYGON (((-73.988649878154 40.724003554927, -73.988585568473 40.724093283434, -73.988509551954 40.724061748139, -73.98864353327 40.72387481117, -73.988634783232 40.723871180354, -73.988647712846 40.723853139922, -73.988726187884 40.723897084387, -73.988649878154 40.724003554927)))",1006091,,18.16
"MULTIPOLYGON (((-74.007438124852 40.719763027837, -74.007476554716 40.719536320168, -74.007536562066 40.719542170469, -74.007498378588 40.719768902456, -74.007438124852 40.719763027837)))",1002146,,14.82214893
"MULTIPOLYGON (((-73.984840374246 40.726331241831, -73.984878723382 40.726278521161, -73.984898442591 40.72625141212, -73.984975222015 40.726283733331, -73.984937495763 40.72633559863, -73.984917153733 40.726363565782, -73.984840374246 40.726331241831)))",1088381,,16
"MULTIPOLYGON (((-74.000456806862 40.727635081503, -74.000578873075 40.727488862607, -74.000655917257 40.727526086532, -74.000537023452 40.727668504446, -74.000533851145 40.727672305509, -74.000456806862 40.727635081503)))",1008252,,60.7
"MULTIPOLYGON (((-74.004368886334 40.727239476978, -74.004383808583 40.727139455973, -74.004456624241 40.727145743232, -74.0044417021 40.727245764246, -74.004434865728 40.727291587811, -74.004397466463 40.727288359121, -74.004362049912 40.727285300539, -74.004365074125 40.727265026365, -74.004368886334 40.727239476978)))",1008109,,50.55
"MULTIPOLYGON (((-73.99112922181 40.726819075155, -73.991180147773 40.726748033403, -73.991425605503 40.726801188276, -73.991379830483 40.726923523519, -73.99112922181 40.726819075155)))",1006568,,51.44
"MULTIPOLYGON (((-73.986672749471 40.727286515067, -73.986706471708 40.727240217492, -73.986722876112 40.727236801953, -73.986741641708 40.72721103875, -73.986752407743 40.727215577654, -73.986771547473 40.7271893012, -73.986760781441 40.727184763198, -73.986778834227 40.727159978761, -73.98677596203 40.727144813859, -73.986806602119 40.727102749193, -73.986887808922 40.727136982313, -73.986857170052 40.727179047901, -73.98683694784 40.727184476562, -73.986818895069 40.727209261008, -73.9868034325 40.727202743154, -73.986784292779 40.727229019614, -73.986799755352 40.72723553747, -73.986780989772 40.727261299782, -73.986787678627 40.727274450682, -73.986753956429 40.727320749181, -73.986672749471 40.727286515067)))",1006277,,64.73
"MULTIPOLYGON (((-74.003021636969 40.721311547154, -74.003072309852 40.72125186723, -74.00310997567 40.721207505307, -74.003112448254 40.721208720027, -74.003192863495 40.721248242097, -74.003416678529 40.721358242838, -74.00334119204 40.72144715058, -74.003328341291 40.721462285819, -74.003306003883 40.721451307449, -74.003021636969 40.721311547154)))",1002972,,76.12
"MULTIPOLYGON (((-73.987254163729 40.726771723837, -73.987347521008 40.726643611498, -73.987425600465 40.726676541762, -73.98733224329 40.726804654163, -73.987254163729 40.726771723837)))",1006235,,50.52
"MULTIPOLYGON (((-73.98748088916 40.720262524896, -73.987537398589 40.720150942542, -73.987615264101 40.720173769863, -73.98768560845 40.72019439188, -73.987764262282 40.720217450615, -73.98783326107 40.720237677975, -73.987832241643 40.720239692307, -73.987808112826 40.720287337534, -73.987803308134 40.720296824797, -73.987776752062 40.720349260472, -73.987758834835 40.720344007696, -73.98748088916 40.720262524896)))",1005378,,87
"MULTIPOLYGON (((-73.996718156884 40.719535643803, -73.996717984086 40.719535586165, -73.996678174406 40.71952206837, -73.996688592595 40.719465072693, -73.996702042781 40.719389614846, -73.996778313015 40.71925957976, -73.996938920645 40.71931411272, -73.996872568523 40.719427239305, -73.996810330746 40.719406107132, -73.996800412872 40.719423015733, -73.996731701367 40.719540163847, -73.996718156884 40.719535643803)))",1089632,,99.121066
"MULTIPOLYGON (((-73.981344807615 40.724599203321, -73.981304922004 40.724582424865, -73.98120136461 40.724538859374, -73.981203299449 40.724536197784, -73.981142903657 40.724510789944, -73.981177525916 40.72446315506, -73.981307152408 40.724517687609, -73.981449903108 40.724577740448, -73.981413347333 40.724628037007, -73.981344807615 40.724599203321)))",1004669,,46.04
"MULTIPOLYGON (((-74.000505377467 40.718876842052, -74.000682389224 40.718732199411, -74.000749101712 40.718779460464, -74.000753915251 40.718782870664, -74.000821562855 40.718830797145, -74.000619126227 40.718996215805, -74.000533127666 40.718955940926, -74.000577583989 40.718919615037, -74.000505377467 40.718876842052)))",1002691,,34.35974592
"MULTIPOLYGON (((-73.991759000846 40.719266095538, -73.991750819096 40.719254965549, -73.991710780753 40.719243276756, -73.99171720314 40.719230542206, -73.991684825711 40.719221089921, -73.991678403318 40.71923382447, -73.991615671103 40.71921551075, -73.991596742052 40.719218724191, -73.991537118965 40.71920131747, -73.991569824137 40.719136466939, -73.9916336664 40.719155105848, -73.991641032775 40.719165222712, -73.991703781519 40.719183542723, -73.991699480592 40.719192070243, -73.991701610919 40.719192692648, -73.991701886756 40.719192146059, -73.991706897757 40.719193607947, -73.991708429659 40.719190571538, -73.991729029918 40.719196585725, -73.991729143568 40.719196361506, -73.991740682839 40.719199730241, -73.991743063559 40.719195010839, -73.991776179497 40.719204678382, -73.991793218366 40.719201686303, -73.99185568906 40.719219924264, -73.991822984126 40.719284774875, -73.991759000846 40.719266095538)))",1005590,,68.48
"MULTIPOLYGON (((-73.992535729152 40.699952457448, -73.992518035734 40.699991099983, -73.992504207891 40.699987432198, -73.992498398052 40.700000120938, -73.992490166753 40.700018100929, -73.992503994602 40.700021767816, -73.992497119603 40.70003678251, -73.992491793814 40.700048414079, -73.992465013663 40.700041311791, -73.992450582389 40.700037484569, -73.992446714677 40.700045932921, -73.992440994769 40.700058424452, -73.992482205022 40.700069353966, -73.992470368737 40.700095206899, -73.992454470304 40.70009099056, -73.992440638604 40.700121199138, -73.992456537043 40.700125415478, -73.992436236255 40.700169752668, -73.992368502512 40.700151789283, -73.992413120982 40.700054342397, -73.992440163025 40.699995279577, -73.992467995603 40.699934494121, -73.992535729152 40.699952457448)))",3001599,,55.4218966
"MULTIPOLYGON (((-73.987110167212 40.720003708071, -73.987207952635 40.719813171076, -73.987274672541 40.719832993289, -73.987176888464 40.72002353034, -73.987110167212 40.720003708071)))",1004321,,15.89
"MULTIPOLYGON (((-74.001672299068 40.722387522987, -74.001822555053 40.722462075695, -74.00170479945 40.72259945114, -74.001594735846 40.722544840415, -74.001576818037 40.722535949931, -74.001571576845 40.72253023807, -74.001567158259 40.722524137178, -74.00156396462 40.722513906532, -74.001656869918 40.722405523497, -74.001672299068 40.722387522987)))",1083492,,90.67
"MULTIPOLYGON (((-73.984403589924 40.718697821118, -73.98446678467 40.718716714257, -73.984484387558 40.71872197741, -73.984532233958 40.718736282146, -73.984480690805 40.718836084143, -73.984352046608 40.718797623059, -73.984373316385 40.718756439318, -73.984378641226 40.7187461274, -73.984403589924 40.718697821118)))",1087316,,67.23
"MULTIPOLYGON (((-73.994239120313 40.721322715457, -73.994240220128 40.721319764542, -73.994278333576 40.72121753247, -73.994358250563 40.721250753515, -73.994324877421 40.721340271549, -73.994317215436 40.721360823505, -73.994287179513 40.721441389725, -73.994201750218 40.721422953823, -73.994239120313 40.721322715457)))",1007409,,58.91
"MULTIPOLYGON (((-73.993473598956 40.723645653501, -73.993502513277 40.723580406921, -73.993692392241 40.723629111624, -73.993665543482 40.723694888765, -73.993473598956 40.723645653501)))",1007855,,56.45036724
"MULTIPOLYGON (((-74.004262290235 40.718042383052, -74.004300221888 40.717994592468, -74.004360000937 40.717919275152, -74.004438356913 40.717955279054, -74.004417439666 40.717981633288, -74.004261387603 40.718178244849, -74.00418303146 40.718142240827, -74.004262290235 40.718042383052)))",1001919,,78.99
"MULTIPOLYGON (((-73.999119778334 40.712078304773, -73.999114687437 40.712061316597, -73.999105835351 40.7120628528, -73.999110799625 40.712079418636, -73.99908362324 40.712084134399, -73.999077216437 40.712062752618, -73.998989309756 40.712078004735, -73.998954692644 40.71196247969, -73.999044652332 40.711954077803, -73.999135780043 40.711945566892, -73.999216138515 40.711938061707, -73.999239338481 40.711935894333, -73.999272232993 40.712051837119, -73.999255177202 40.712068344274, -73.999248593702 40.712074716246, -73.99919114217 40.712130322403, -73.999154939348 40.712165361021, -73.999146135779 40.71216626777, -73.999119778334 40.712078304773)))",1082028,,30.44
"MULTIPOLYGON (((-73.994814933887 40.699721106859, -73.994879703624 40.699588576859, -73.99492255974 40.699600708657, -73.994979467376 40.699616817715, -73.995028880743 40.699630805716, -73.994964111261 40.699763335799, -73.994917705471 40.699750199789, -73.99482297127 40.699723381914, -73.994814933887 40.699721106859)))",3001625,,58.69398915
"MULTIPOLYGON (((-73.993587218091 40.723269722389, -73.9936249123 40.723278724173, -73.993816712979 40.72332453094, -73.993793984445 40.723380214523, -73.993611840937 40.723333702255, -73.993602793481 40.723331391946, -73.993573870933 40.723324484329, -73.993567394253 40.723322937793, -73.993474560683 40.72330076743, -73.993495307799 40.723247771818, -73.993566739393 40.72326483148, -73.993587218091 40.723269722389)))",1007851,,18.34166758
"MULTIPOLYGON (((-73.987716409545 40.725077446224, -73.987608598212 40.72503191483, -73.987441238246 40.724961233736, -73.987483961619 40.72490268367, -73.987702367597 40.724994922954, -73.98779441023 40.725033794224, -73.987751687046 40.725092345305, -73.987716409545 40.725077446224)))",1006181,,53.15
"MULTIPOLYGON (((-73.985713469717 40.718543341085, -73.985707190642 40.71853399031, -73.985673358815 40.718523731097, -73.985680337496 40.718510409818, -73.985643505594 40.718499239808, -73.985636526906 40.718512561084, -73.985580218679 40.718495484877, -73.985567458102 40.718499061005, -73.985483740809 40.718473672307, -73.985517582927 40.718409069471, -73.985601301336 40.718434458145, -73.985606178613 40.718445927652, -73.985662487988 40.718463004746, -73.985658274021 40.718471048478, -73.985695104727 40.718482217583, -73.98569931869 40.718474174751, -73.985733150496 40.718484434857, -73.985747311648 40.718478739083, -73.985819767156 40.71850071147, -73.9857859241 40.718565314393, -73.985713469717 40.718543341085)))",1004183,,55.32
"MULTIPOLYGON (((-73.985754594926 40.726449681844, -73.985793238232 40.726396554778, -73.985935019349 40.726456241716, -73.985896374938 40.726509368829, -73.985754594926 40.726449681844)))",1005770,,50
"MULTIPOLYGON (((-74.003670524496 40.725289824354, -74.003712930059 40.725239162143, -74.003789296126 40.725147927259, -74.003835325634 40.725092935234, -74.00386016544 40.725063259021, -74.003941169305 40.72510250137, -74.003934431189 40.725110551253, -74.003751527342 40.725329066835, -74.003670524496 40.725289824354)))",1007372,,61.81
"MULTIPOLYGON (((-73.983699670502 40.724477304873, -73.983788990053 40.724355574016, -73.983795694098 40.724346436591, -73.983806031024 40.724350826227, -73.983872339351 40.724378987257, -73.983776317042 40.724509855602, -73.983699670502 40.724477304873)))",1005014,,53.29
"MULTIPOLYGON (((-73.997027716625 40.716910453605, -73.997127188711 40.716749526836, -73.997139423695 40.716753904521, -73.997196489536 40.716774325895, -73.997267337245 40.716799679662, -73.997175593143 40.716948104957, -73.997167866607 40.716960605651, -73.997097017581 40.716935252723, -73.997027716625 40.716910453605)))",1002623,,60
"MULTIPOLYGON (((-74.006493110737 40.717283140611, -74.006402938555 40.717399180007, -74.006330451722 40.717492460666, -74.006310554315 40.717518066866, -74.006304704848 40.717525594551, -74.006291876041 40.717519822983, -74.006257674186 40.717504436929, -74.006209445774 40.717482739947, -74.006143674427 40.717453150911, -74.006186811194 40.71739763935, -74.006332080697 40.717210697232, -74.006493110737 40.717283140611)))",1001957,,141.87
"MULTIPOLYGON (((-73.998868357784 40.71197054295, -73.99889421652 40.712065154473, -73.998806034078 40.712079109712, -73.998778651306 40.711978921289, -73.998868357784 40.71197054295)))",1001391,,36.38
